"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TSEN2",0.0241882369537499,-0.37193924286829,0.03,0.106,1
"LZTFL1",0.0242165188460372,-1.34096142572085,0.06,0.152,1
"FLYWCH2",0.0242515729381138,-1.28008855214497,0.048,0.136,1
"RCHY1",0.0243097823804226,-0.121382372183933,0.066,0.167,1
"CDK5R1",0.0243178831756695,-1.82458502919644,0.024,0.091,1
"VASP",0.0243302242201068,1.23147991690966,0.307,0.197,1
"BIN3",0.0244419286978001,-0.119979286822229,0.054,0.152,1
"RFC4",0.0244419286978001,-0.170026022053019,0.054,0.152,1
"SCLT1",0.024459781291512,-0.124107635702734,0.211,0.394,1
"LIN52",0.0244693928330783,-0.486439808106298,0.102,0.227,1
"EEF1A1",0.0245530456447427,-0.146764347225609,0.982,0.985,1
"SUSD3",0.0245612714304068,2.59498733040644,0.102,0.015,1
"NBPF14",0.0245816209485576,-0.296120948901091,0.247,0.439,1
"HSPA1A",0.0246128034374466,0.880992121213308,0.127,0.258,1
"NKAPD1",0.024639147191007,0.124844715650027,0.108,0.242,1
"BTBD3",0.0247099114340329,-1.51659139767391,0.024,0.091,1
"RHOC",0.0247099114340329,-1.83363183316836,0.024,0.091,1
"TNFAIP8L2",0.0247099114340329,-1.89173008965575,0.024,0.091,1
"HSD17B12",0.0247538001210592,-0.919561845590921,0.12,0.242,1
"WWOX",0.0247538001210592,-1.0569981153645,0.12,0.242,1
"STAT1",0.0247806191814424,-0.24333673791789,0.596,0.833,1
"CDC23",0.024791705731228,-0.166211376618943,0.084,0.197,1
"NAPEPLD",0.0248631589211308,-0.917346293159027,0.048,0.136,1
"DNAJA3",0.0248879567760877,2.3240377922732,0.127,0.03,1
"BZW2",0.0249382943592104,-0.19865135959283,0.181,0.348,1
"ACVRL1",0.0250317141441276,-3.16157766548109,0,0.03,1
"ADORA3",0.0250317141441276,-3.11146636573425,0,0.03,1
"ANKLE1",0.0250317141441276,-3.16408673611251,0,0.03,1
"ANKRD18A",0.0250317141441276,-3.95731859644001,0,0.03,1
"ARG2",0.0250317141441276,-2.83118616854827,0,0.03,1
"ASB14",0.0250317141441276,-2.67591748403899,0,0.03,1
"ASB9",0.0250317141441276,-3.48671145753238,0,0.03,1
"B4GALT6",0.0250317141441276,-2.55902196317841,0,0.03,1
"BAALC-AS1",0.0250317141441276,-3.18820328602544,0,0.03,1
"BIVM",0.0250317141441276,-3.06750974904463,0,0.03,1
"BOLA3-DT",0.0250317141441276,-3.05605875624557,0,0.03,1
"C2CD5-AS1",0.0250317141441276,-3.79876039254588,0,0.03,1
"C6orf132",0.0250317141441276,-3.28181964300786,0,0.03,1
"CA2",0.0250317141441276,-3.16047771290578,0,0.03,1
"CACNA1C",0.0250317141441276,-4.16785076124103,0,0.03,1
"CAMK1",0.0250317141441276,-3.45608755222438,0,0.03,1
"CAMSAP3",0.0250317141441276,-2.56406002813702,0,0.03,1
"CASTOR1",0.0250317141441276,-3.02542308228484,0,0.03,1
"CCDC13-AS2",0.0250317141441276,-3.14780011994276,0,0.03,1
"CCDC163",0.0250317141441276,-3.63465069957813,0,0.03,1
"CCDC90B-AS1",0.0250317141441276,-3.00469637325336,0,0.03,1
"CD276",0.0250317141441276,-2.75814789905673,0,0.03,1
"CD300LF",0.0250317141441276,-3.31545015167686,0,0.03,1
"CFAP43",0.0250317141441276,-3.32602376333728,0,0.03,1
"CFD",0.0250317141441276,-3.08971115687341,0,0.03,1
"CKB",0.0250317141441276,-3.95207291837071,0,0.03,1
"CLDN14",0.0250317141441276,-3.87175099064928,0,0.03,1
"COL4A2",0.0250317141441276,-3.23259859314246,0,0.03,1
"COQ3",0.0250317141441276,-3.66070790302539,0,0.03,1
"CST7",0.0250317141441276,-3.87212795361939,0,0.03,1
"CTNNA3",0.0250317141441276,-4.09763726989258,0,0.03,1
"CXADR",0.0250317141441276,-3.36094569543212,0,0.03,1
"CYP51A1",0.0250317141441276,-3.04878115199997,0,0.03,1
"DBET",0.0250317141441276,-2.89614735249158,0,0.03,1
"DBN1",0.0250317141441276,-3.74620307549847,0,0.03,1
"DDN-AS1",0.0250317141441276,-3.1402650581229,0,0.03,1
"DHRS9",0.0250317141441276,-4.51598481123102,0,0.03,1
"DNAH5",0.0250317141441276,-3.32390635953598,0,0.03,1
"DPP4-DT",0.0250317141441276,-3.17792106306273,0,0.03,1
"DUSP14",0.0250317141441276,-3.44381222688044,0,0.03,1
"EDIL3",0.0250317141441276,-2.92078888451629,0,0.03,1
"ENSG00000189229",0.0250317141441276,-4.05334584014433,0,0.03,1
"ENSG00000215765",0.0250317141441276,-3.04250113149328,0,0.03,1
"ENSG00000223786",0.0250317141441276,-3.26845761922335,0,0.03,1
"ENSG00000228434",0.0250317141441276,-2.26413332721572,0,0.03,1
"ENSG00000230379",0.0250317141441276,-3.81101204654267,0,0.03,1
"ENSG00000231704",0.0250317141441276,-3.21475413329772,0,0.03,1
"ENSG00000232072",0.0250317141441276,-5.2743348509864,0,0.03,1
"ENSG00000232306",0.0250317141441276,-3.10616168935867,0,0.03,1
"ENSG00000235726",0.0250317141441276,-3.17926074487666,0,0.03,1
"ENSG00000236255",0.0250317141441276,-3.38473874717608,0,0.03,1
"ENSG00000243155",0.0250317141441276,-3.23270094406252,0,0.03,1
"ENSG00000250751",0.0250317141441276,-2.8563730166235,0,0.03,1
"ENSG00000251249",0.0250317141441276,-2.89086146698962,0,0.03,1
"ENSG00000253619",0.0250317141441276,-3.50500906162271,0,0.03,1
"ENSG00000255046",0.0250317141441276,-2.89713182850063,0,0.03,1
"ENSG00000256206",0.0250317141441276,-3.69870673833024,0,0.03,1
"ENSG00000257058",0.0250317141441276,-3.68446753894087,0,0.03,1
"ENSG00000259564",0.0250317141441276,-2.89614735249158,0,0.03,1
"ENSG00000259678",0.0250317141441276,-3.48169841667562,0,0.03,1
"ENSG00000259891",0.0250317141441276,-3.2348982156876,0,0.03,1
"ENSG00000260167",0.0250317141441276,-3.28979521497222,0,0.03,1
"ENSG00000260816",0.0250317141441276,-3.94720562698398,0,0.03,1
"ENSG00000261159",0.0250317141441276,-3.46994937299184,0,0.03,1
"ENSG00000261766",0.0250317141441276,-3.82732928615316,0,0.03,1
"ENSG00000262050",0.0250317141441276,-3.07220638309677,0,0.03,1
"ENSG00000264895",0.0250317141441276,-3.29365699176947,0,0.03,1
"ENSG00000267047",0.0250317141441276,-3.41516022021364,0,0.03,1
"ENSG00000267547",0.0250317141441276,-3.14598919731902,0,0.03,1
"ENSG00000267838",0.0250317141441276,-3.6049684228268,0,0.03,1
"ENSG00000270000",0.0250317141441276,-3.43218403945371,0,0.03,1
"ENSG00000270720",0.0250317141441276,-3.57005610475838,0,0.03,1
"ENSG00000272040",0.0250317141441276,-3.36360835845594,0,0.03,1
"ENSG00000272092",0.0250317141441276,-3.1157876990482,0,0.03,1
"ENSG00000272638",0.0250317141441276,-3.88371478846528,0,0.03,1
"ENSG00000272986",0.0250317141441276,-3.44543920437712,0,0.03,1
"ENSG00000273375",0.0250317141441276,-2.84086177439659,0,0.03,1
"ENSG00000273456",0.0250317141441276,-2.67591748403899,0,0.03,1
"ENSG00000273669",0.0250317141441276,-2.78114585696215,0,0.03,1
"ENSG00000273759",0.0250317141441276,-2.26413332721572,0,0.03,1
"ENSG00000275426",0.0250317141441276,-2.56238449904737,0,0.03,1
"ENSG00000279073",0.0250317141441276,-3.10168237081018,0,0.03,1
"ENSG00000280571",0.0250317141441276,-3.29018618550609,0,0.03,1
"ENSG00000283913",0.0250317141441276,-3.96391522554967,0,0.03,1
"ENSG00000285835",0.0250317141441276,-4.20725868093921,0,0.03,1
"ENSG00000285920",0.0250317141441276,-4.33119968701546,0,0.03,1
"ENSG00000285923",0.0250317141441276,-3.31578341925324,0,0.03,1
"ENSG00000286001",0.0250317141441276,-2.75093667644699,0,0.03,1
"ENSG00000286153",0.0250317141441276,-3.3300335159263,0,0.03,1
"ENSG00000286634",0.0250317141441276,-3.20403498666013,0,0.03,1
"ENSG00000286787",0.0250317141441276,-4.55721723007153,0,0.03,1
"ENSG00000286909",0.0250317141441276,-2.5019473517751,0,0.03,1
"ENSG00000287033",0.0250317141441276,-3.28191771827339,0,0.03,1
"ENSG00000287878",0.0250317141441276,-3.20085380971514,0,0.03,1
"ENSG00000288710",0.0250317141441276,-3.44543920437712,0,0.03,1
"ENSG00000288826",0.0250317141441276,-3.12497371141958,0,0.03,1
"ENSG00000288990",0.0250317141441276,-3.29289111415978,0,0.03,1
"ENSG00000289319",0.0250317141441276,-3.12231735229509,0,0.03,1
"ENSG00000289440",0.0250317141441276,-2.95260221311458,0,0.03,1
"ENSG00000289528",0.0250317141441276,-2.6072724256794,0,0.03,1
"ENSG00000289725",0.0250317141441276,-2.5019473517751,0,0.03,1
"ENSG00000289865",0.0250317141441276,-2.54565950242089,0,0.03,1
"ENSG00000290767",0.0250317141441276,-2.70184108576645,0,0.03,1
"EWSAT1",0.0250317141441276,-3.72842262679311,0,0.03,1
"FAM218A",0.0250317141441276,-3.60475272307889,0,0.03,1
"FAM83D",0.0250317141441276,-3.34461910261747,0,0.03,1
"FARP1",0.0250317141441276,-4.65568917254677,0,0.03,1
"FKBP1C",0.0250317141441276,-3.19197002698486,0,0.03,1
"FLVCR2",0.0250317141441276,-2.61614485893859,0,0.03,1
"FPR3",0.0250317141441276,-3.324130887518,0,0.03,1
"GABARAP",0.0250317141441276,-3.49338038374941,0,0.03,1
"GADD45G",0.0250317141441276,-4.40386973594094,0,0.03,1
"GIMAP6",0.0250317141441276,-4.19539396834912,0,0.03,1
"GRM3-AS1",0.0250317141441276,-2.9130854487629,0,0.03,1
"GSTA4",0.0250317141441276,-4.44606700724289,0,0.03,1
"GZMA",0.0250317141441276,-6.39810061452505,0,0.03,1
"IFT140",0.0250317141441276,-3.29710061999803,0,0.03,1
"IGF1",0.0250317141441276,-3.96528380703634,0,0.03,1
"IQSEC3",0.0250317141441276,-3.12382988841397,0,0.03,1
"ITGA9",0.0250317141441276,-3.67365683339172,0,0.03,1
"ITPRID1",0.0250317141441276,-3.78806711218931,0,0.03,1
"JDP2-AS1",0.0250317141441276,-3.01610750438776,0,0.03,1
"KBTBD11-OT1",0.0250317141441276,-3.92395089768702,0,0.03,1
"KCNQ3",0.0250317141441276,-3.09149184288769,0,0.03,1
"KDM4D",0.0250317141441276,-3.54456772364285,0,0.03,1
"KIF24",0.0250317141441276,-3.80093982425479,0,0.03,1
"KIR2DS4",0.0250317141441276,-4.41663637358559,0,0.03,1
"KLRB1",0.0250317141441276,-5.49694600183545,0,0.03,1
"KLRD1",0.0250317141441276,-4.88835446143946,0,0.03,1
"LINC00200",0.0250317141441276,-3.24420463676954,0,0.03,1
"LINC00393",0.0250317141441276,-3.62183376670066,0,0.03,1
"LINC00960",0.0250317141441276,-3.94209153008502,0,0.03,1
"LINC00963",0.0250317141441276,-3.11494904172934,0,0.03,1
"LINC01091",0.0250317141441276,-3.36471463800364,0,0.03,1
"LINC01122",0.0250317141441276,-3.01698232347407,0,0.03,1
"LINC01505",0.0250317141441276,-3.68392548265816,0,0.03,1
"LINC01841",0.0250317141441276,-3.21157738964374,0,0.03,1
"LINC02367",0.0250317141441276,-3.07607461500324,0,0.03,1
"LINC02653",0.0250317141441276,-3.20379424116035,0,0.03,1
"LINC02680",0.0250317141441276,-3.3454061641772,0,0.03,1
"LINC02731",0.0250317141441276,-3.2016021008283,0,0.03,1
"LINC02958",0.0250317141441276,-3.61731376053875,0,0.03,1
"LTBP2",0.0250317141441276,-3.20688586584007,0,0.03,1
"MGST1",0.0250317141441276,-3.02542308228484,0,0.03,1
"MIR4300HG",0.0250317141441276,-2.99055100376235,0,0.03,1
"MIR503HG",0.0250317141441276,-3.44543920437712,0,0.03,1
"MNS1",0.0250317141441276,-3.40851996918597,0,0.03,1
"MSMP",0.0250317141441276,-3.63134376073972,0,0.03,1
"MTHFS",0.0250317141441276,-2.78809055783857,0,0.03,1
"MTUS2",0.0250317141441276,-2.70184108576645,0,0.03,1
"MYO16",0.0250317141441276,-3.34187139244049,0,0.03,1
"NANOS1",0.0250317141441276,-3.40637033629039,0,0.03,1
"NBEAL2",0.0250317141441276,-2.27406083939784,0,0.03,1
"NECTIN2",0.0250317141441276,-3.54656717619261,0,0.03,1
"NMNAT3",0.0250317141441276,-3.11532661573929,0,0.03,1
"ORC1",0.0250317141441276,-3.32460865355505,0,0.03,1
"OSCP1",0.0250317141441276,-3.25084912062218,0,0.03,1
"OTUD7A",0.0250317141441276,-3.29342611614489,0,0.03,1
"OVOL2",0.0250317141441276,-3.20830796382762,0,0.03,1
"PAPSS2",0.0250317141441276,-3.88161893249501,0,0.03,1
"PCDH7",0.0250317141441276,-3.38475437448286,0,0.03,1
"PCSK6",0.0250317141441276,-2.27406083939784,0,0.03,1
"PDE1A",0.0250317141441276,-3.52305747688863,0,0.03,1
"PITX1-AS1",0.0250317141441276,-2.99891679505734,0,0.03,1
"PKN3",0.0250317141441276,-3.76973503194904,0,0.03,1
"PLD5P1",0.0250317141441276,-3.87565128794456,0,0.03,1
"PMEL",0.0250317141441276,-3.42895584591385,0,0.03,1
"POC1A",0.0250317141441276,-3.08548995120104,0,0.03,1
"POLQ",0.0250317141441276,-2.90256114072755,0,0.03,1
"POLR2J2",0.0250317141441276,-3.00595512132998,0,0.03,1
"POTEJ",0.0250317141441276,-4.40866723508157,0,0.03,1
"PRF1",0.0250317141441276,-5.06992866445416,0,0.03,1
"PRKCQ-AS1",0.0250317141441276,-3.50267617232834,0,0.03,1
"PROM1",0.0250317141441276,-3.47541673543346,0,0.03,1
"PSMA2",0.0250317141441276,-2.27406083939784,0,0.03,1
"PYROXD2",0.0250317141441276,-2.96841951538344,0,0.03,1
"RAB11B-AS1",0.0250317141441276,-3.48527782451524,0,0.03,1
"RAB4A-AS1",0.0250317141441276,-2.96046458250401,0,0.03,1
"RACGAP1",0.0250317141441276,-3.13593519808625,0,0.03,1
"RAPH1",0.0250317141441276,-4.03827558340415,0,0.03,1
"RBM15-AS1",0.0250317141441276,-3.4175768230782,0,0.03,1
"REEP6",0.0250317141441276,-2.60764138377454,0,0.03,1
"RPUSD1",0.0250317141441276,-3.44734815620995,0,0.03,1
"RTKN2",0.0250317141441276,-3.73378428098977,0,0.03,1
"RTN4RL1",0.0250317141441276,-3.04826994249889,0,0.03,1
"SASH1",0.0250317141441276,-3.37723092092398,0,0.03,1
"SDSL",0.0250317141441276,-3.22271053661025,0,0.03,1
"SH3GL2",0.0250317141441276,-3.59864024556371,0,0.03,1
"SHBG",0.0250317141441276,-3.27428318310258,0,0.03,1
"SLC22A18",0.0250317141441276,-3.52575301882873,0,0.03,1
"SLC22A25",0.0250317141441276,-3.22482730857535,0,0.03,1
"SLC25A5-AS1",0.0250317141441276,-3.20830796382762,0,0.03,1
"SLC26A3",0.0250317141441276,-3.30506940556188,0,0.03,1
"SNAI1",0.0250317141441276,-3.46290970675159,0,0.03,1
"SNCAIP",0.0250317141441276,-4.25197537530378,0,0.03,1
"SND1-IT1",0.0250317141441276,-3.47589236827466,0,0.03,1
"SNX21",0.0250317141441276,-3.36420406942164,0,0.03,1
